LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
E89SKDOFV1,56,130150,97042,519,111,1,13.35,12,0.79,Bachelor's,Part-time,Married,No,Yes,Education,No,0
G6JZDSMIP2,43,25940,123512,849,82,1,19.77,24,0.54,Master's,Full-time,Single,No,Yes,Business,Yes,0
3M197HUJGU,51,148429,23289,603,53,4,9.92,36,0.79,PhD,Part-time,Divorced,No,No,Auto,No,0
BXW370X5JB,20,124823,151232,416,22,2,24.32,36,0.17,PhD,Unemployed,Divorced,Yes,No,Auto,No,1
04WX2OZWL2,67,81752,164618,718,90,2,3.76,12,0.45,PhD,Self-employed,Married,Yes,Yes,Business,No,0
OPIKDZAV2B,29,64941,200048,497,45,4,24.47,36,0.34,PhD,Self-employed,Divorced,No,No,Education,No,1
Y60WAGDF8J,18,65143,106510,591,115,1,23.29,12,0.28,PhD,Unemployed,Married,No,Yes,Business,No,1
41T18LH91R,61,61728,170894,350,8,3,20.53,48,0.8,Master's,Unemployed,Married,Yes,Yes,Auto,No,0
HQVCXRLLPX,22,31338,49030,756,90,3,6.62,60,0.7,Master's,Self-employed,Single,No,No,Education,Yes,0
WPL4G6BWTM,47,130736,106283,806,49,4,24.03,36,0.8,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
57OH00PNFV,47,132650,19145,425,44,3,22.29,12,0.59,PhD,Full-time,Married,Yes,No,Other,Yes,0
TJU8TQJV15,34,72252,162861,314,106,4,12.53,48,0.49,Master's,Unemployed,Married,No,No,Auto,No,0
TWTM4VH7AZ,65,65900,228830,771,115,4,9.22,12,0.67,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
QUF1SUGQY3,64,68381,74812,567,116,1,17.6,24,0.65,PhD,Full-time,Single,No,Yes,Other,Yes,0
D18MVIJHEV,40,120344,56710,717,21,3,7.36,24,0.16,PhD,Unemployed,Divorced,No,Yes,Business,Yes,1
5TASA7ODWK,32,97286,195075,743,28,4,11.91,48,0.79,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
IJ0POC7RU5,54,63152,236760,381,19,3,17.87,12,0.37,PhD,Unemployed,Divorced,No,Yes,Education,No,0
TPDDR5A5RU,38,49480,150173,630,50,4,17.59,36,0.45,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
W4WU1VCZ05,31,16294,76789,566,66,1,18.68,60,0.59,Master's,Unemployed,Married,No,Yes,Home,No,1
IW7RWOQ6LX,19,67326,9610,644,34,1,22.4,36,0.31,PhD,Self-employed,Divorced,No,No,Auto,No,0
DZYNJXPC2S,28,56921,174949,627,95,2,20.98,36,0.54,Master's,Unemployed,Married,Yes,No,Other,Yes,1
01LICMLDD1,68,45048,55880,570,6,4,2.7,48,0.65,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
4AXJVR88K6,56,112902,90851,695,25,1,9.83,48,0.58,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
GZQLWF1W7M,55,147049,63786,635,75,2,11.23,24,0.6,High School,Full-time,Married,Yes,No,Other,Yes,0
5KQIH586TO,51,120208,52698,604,70,1,17.07,60,0.8,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
VSPUV00Q8C,55,145443,5695,549,80,2,2.7,60,0.66,Master's,Full-time,Single,Yes,No,Business,Yes,0
X0YBD89HON,67,64624,115536,593,21,3,16.93,36,0.42,Master's,Part-time,Married,No,Yes,Education,Yes,0
U5XT9KI5TZ,51,57092,228547,376,19,2,7.63,24,0.75,High School,Self-employed,Married,No,Yes,Education,Yes,0
ARP38C897J,35,132208,98136,473,88,1,18.36,24,0.21,High School,Part-time,Single,Yes,Yes,Other,Yes,1
TNTUTKPAVM,47,19313,202375,455,30,3,22.27,36,0.28,Master's,Self-employed,Single,Yes,No,Business,No,0
FHXQGYUL5Y,32,15584,158198,616,8,2,23.36,60,0.8,PhD,Full-time,Divorced,No,No,Home,No,1
WAGPWAVMXF,44,74635,236357,810,38,3,11.81,36,0.82,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
GNVVB6JG9N,68,102833,190723,381,100,2,23.06,60,0.1,Master's,Self-employed,Single,No,Yes,Education,No,0
NI8RVVRXNV,51,38174,89629,809,74,3,16.99,24,0.45,Master's,Full-time,Married,No,No,Home,No,0
7BX8VIMBQH,69,50383,191163,527,71,2,22.12,24,0.25,Master's,Part-time,Married,No,No,Education,Yes,0
93ONS23O5Y,55,144850,181736,701,62,2,9.24,48,0.82,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
W4NA5AIAFK,50,124259,156838,530,46,3,7.82,24,0.8,Bachelor's,Unemployed,Divorced,No,No,Auto,Yes,0
IK81SLGAUS,41,105153,218518,739,101,4,15.7,48,0.62,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,1
B50ERLVGZQ,32,148189,205917,398,50,2,22.45,36,0.26,High School,Self-employed,Single,Yes,No,Other,No,1
VDMB36J68B,47,20253,14928,834,28,3,7.67,24,0.41,High School,Unemployed,Single,Yes,No,Home,Yes,0
Z3289L2NYM,59,25036,196514,496,49,2,13.54,36,0.21,Master's,Unemployed,Single,Yes,Yes,Education,No,0
9KXE58IPJ6,68,101582,220697,563,98,4,18.27,12,0.39,Master's,Part-time,Married,No,Yes,Other,No,0
SUTUBHPG0W,34,113965,38225,535,0,4,19.9,48,0.75,High School,Full-time,Married,No,No,Home,No,0
U5CVH2QNKD,22,43612,13481,630,89,3,24.46,12,0.41,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
1OQ59IHI7R,46,78172,238537,565,69,4,9.98,12,0.47,Master's,Part-time,Single,No,No,Auto,Yes,0
KTZ2WEQIAF,21,22313,70105,761,9,1,24.79,12,0.33,PhD,Full-time,Divorced,No,Yes,Business,No,0
05U857DCS0,27,32512,249656,694,80,4,5.88,24,0.65,High School,Self-employed,Married,Yes,No,Other,No,0
GBDI7BJKRQ,34,55207,85918,598,88,3,15.83,36,0.41,Master's,Unemployed,Divorced,No,Yes,Education,No,0
4JDPFDEGAA,27,83958,81253,648,5,4,3.29,12,0.36,High School,Part-time,Single,Yes,Yes,Education,Yes,0
BNYXKSSZ9G,34,75241,191776,757,56,4,20.52,48,0.84,Master's,Part-time,Single,Yes,No,Home,Yes,0
EUEZ77NDQU,37,144295,52486,664,81,4,23.02,48,0.26,PhD,Unemployed,Married,No,No,Auto,Yes,0
TRSSWS586N,41,121235,237736,467,83,2,17.43,60,0.29,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,0
35A5JXBRRS,22,33703,191417,580,65,2,14.85,60,0.69,Master's,Unemployed,Divorced,No,No,Education,Yes,1
PF5NNK7L8B,51,118540,113482,482,117,3,21.58,24,0.54,PhD,Full-time,Married,No,Yes,Other,No,1
UKANRJBY7U,23,33293,128401,599,107,2,16.05,48,0.21,High School,Part-time,Married,No,Yes,Home,Yes,0
JSTGB8GFBM,19,20140,10218,466,39,4,21.57,48,0.48,Bachelor's,Self-employed,Married,No,No,Home,No,0
AKYVU3LVY1,30,82135,199508,369,73,3,4.92,60,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0
8Z61WNMZ9C,60,71107,110862,714,108,4,15.34,36,0.21,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
TXUG8OPZAG,60,138556,125596,394,47,3,24.77,60,0.21,Master's,Unemployed,Married,No,No,Education,No,0
K6OD3IYNVI,65,78317,132560,493,53,1,5.26,48,0.67,Master's,Part-time,Single,No,Yes,Auto,Yes,0
LYZLWQT4EV,28,138315,199456,660,41,1,23.08,24,0.28,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
HE4UUXS8QC,68,69465,25216,630,4,3,23.0,60,0.29,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
F5C0EHO7IE,64,43183,16810,730,41,4,7.73,60,0.32,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
MW8V9J1VWK,40,133009,98993,714,72,3,18.66,12,0.32,High School,Full-time,Married,Yes,Yes,Auto,No,0
H22RS6N25R,33,21547,231309,450,84,4,22.27,60,0.62,High School,Self-employed,Married,No,Yes,Other,No,1
QB5DYXAWI1,48,106736,9741,739,17,3,9.46,24,0.58,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
CFGL5OSWUS,28,83296,33184,760,34,2,22.87,60,0.37,Master's,Full-time,Divorced,Yes,No,Business,No,1
L0NZHHGH57,33,72730,99840,573,21,3,24.43,24,0.18,Master's,Unemployed,Divorced,Yes,No,Other,No,0
7XYH679AJD,25,69824,94071,352,53,2,2.88,12,0.71,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
U23XOGDV2W,21,122350,214060,682,44,2,20.48,48,0.63,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
HK92S2CBH3,57,33731,176184,385,30,2,9.1,60,0.48,PhD,Part-time,Married,No,No,Education,Yes,0
5XXHTZ4ZMD,21,123946,5968,399,100,4,10.28,48,0.56,PhD,Unemployed,Single,Yes,No,Other,No,0
GSQYTWXI7E,42,140684,181767,736,28,4,18.49,60,0.27,PhD,Self-employed,Married,No,Yes,Education,No,0
QQC3LWLAKQ,20,61238,44100,317,77,1,11.57,36,0.58,High School,Part-time,Single,Yes,No,Business,No,0
88GUR65LU1,49,132905,123435,701,87,3,5.57,24,0.37,Master's,Full-time,Married,No,No,Business,No,0
VZCEZ9VCCZ,20,24864,137694,467,78,1,12.24,36,0.81,PhD,Part-time,Married,Yes,No,Education,Yes,0
QTBYVOZRMY,44,149366,44195,699,3,2,24.77,36,0.79,Master's,Self-employed,Divorced,No,Yes,Home,Yes,0
UFSF5UJXDG,46,58666,41878,845,87,4,17.14,24,0.64,Bachelor's,Part-time,Married,No,No,Education,Yes,0
GLCSAMG5XY,49,29557,126735,390,32,2,22.37,12,0.39,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
TUBKRR1D19,67,116735,224636,424,105,1,12.11,48,0.47,Bachelor's,Self-employed,Single,No,No,Other,No,0
0L3UWPQ1D6,68,20962,164201,576,27,1,19.74,48,0.19,Master's,Full-time,Married,Yes,Yes,Business,No,0
R4U2GUM4UO,36,80265,171786,482,94,1,15.8,36,0.71,PhD,Part-time,Divorced,No,No,Business,No,0
U64QW87XLT,38,69016,151210,438,23,3,20.11,36,0.34,Master's,Part-time,Married,No,No,Other,No,1
XD9XA3FKOB,22,109858,221600,835,105,1,12.61,24,0.82,Master's,Full-time,Single,No,Yes,Home,No,0
QDJQ38SRP2,35,118877,95683,694,39,4,15.94,36,0.15,High School,Full-time,Married,Yes,No,Home,Yes,0
C95SZGL3IT,45,55607,191450,376,118,4,13.83,36,0.83,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
TA7TWPG881,59,49762,66507,414,76,4,23.57,48,0.84,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
26D7CJAFUH,39,50518,136883,525,106,1,10.88,24,0.64,PhD,Part-time,Divorced,Yes,No,Business,No,0
KCRIIZ3NZC,38,104841,50014,764,66,4,16.32,24,0.48,PhD,Unemployed,Single,Yes,Yes,Business,No,0
IL0M8DLX30,23,30563,66027,594,59,1,23.36,60,0.88,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
H6ZC6DCOET,18,127555,148097,374,7,4,22.5,24,0.73,PhD,Full-time,Single,No,Yes,Auto,Yes,1
CCBLKWDS4N,22,146381,77749,641,42,2,10.63,48,0.36,Master's,Part-time,Married,No,No,Education,No,1
5FLLJ9MA24,58,99787,144128,823,43,4,24.02,36,0.56,PhD,Part-time,Divorced,Yes,No,Auto,No,0
K6FL1D23A6,29,69834,196763,356,66,1,24.1,60,0.71,PhD,Part-time,Divorced,Yes,No,Business,No,0
C4SAB17P6K,43,63150,98444,478,4,4,3.73,24,0.34,High School,Full-time,Divorced,No,No,Education,No,0
NGELKTKQN7,63,143137,173110,371,93,4,22.77,48,0.72,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,0
L1SS1M1C1H,51,22381,115217,506,57,4,17.13,24,0.45,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
97PY5SUM4K,66,112670,199404,511,27,1,22.93,60,0.15,High School,Unemployed,Married,Yes,No,Auto,No,0
LJUAT6TT18,31,52779,173822,557,102,3,16.41,60,0.22,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
4TOAWMTB3W,43,86693,58503,471,34,1,24.09,60,0.12,High School,Part-time,Divorced,Yes,No,Other,No,0
YPCCAMUZ7I,62,53695,173530,422,20,3,22.23,24,0.73,Bachelor's,Unemployed,Married,No,No,Business,Yes,0
CT7W5H7FJA,44,40867,30539,441,19,4,21.04,36,0.12,PhD,Part-time,Single,No,No,Home,Yes,0
0ACA4XMUOH,26,102712,109976,713,30,3,24.67,36,0.23,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
YHIPNYCDE4,43,108864,235310,421,66,1,21.62,48,0.28,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
KJPHLYHG9I,64,136859,247227,541,109,3,18.5,36,0.5,PhD,Unemployed,Single,No,No,Education,Yes,0
6XBWS72G1J,39,70426,249482,677,1,3,20.33,48,0.76,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,0
8M9NOWLAWF,64,59084,219628,431,103,2,17.9,12,0.11,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
FVETMCYGAN,47,125385,100265,458,89,4,20.73,36,0.21,PhD,Part-time,Divorced,No,Yes,Auto,No,0
WOLETEP5SP,60,125630,12382,548,19,1,22.8,12,0.12,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
9N1I4RXD0A,65,90313,174679,595,3,3,21.85,48,0.34,High School,Self-employed,Divorced,Yes,No,Education,No,0
8KG6Q65Z4M,34,118316,22619,623,74,4,8.25,60,0.17,High School,Self-employed,Single,No,No,Business,Yes,0
74AC1WB4AV,43,56892,65135,477,6,2,16.63,12,0.68,PhD,Full-time,Single,No,Yes,Education,Yes,0
BKYD9MM52R,53,38685,186656,638,109,3,4.06,60,0.63,Master's,Full-time,Divorced,No,No,Education,Yes,0
JM6KOYY3CA,18,51615,112648,615,17,4,23.78,24,0.88,High School,Part-time,Married,Yes,No,Home,No,0
9B94S2MLMR,25,120331,170081,475,72,3,6.35,48,0.82,Master's,Self-employed,Married,No,No,Home,No,0
Q6DS4YPRER,66,136702,174093,555,109,3,14.31,36,0.79,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
P63YAV7QEC,52,128455,206465,651,96,2,16.01,24,0.73,Master's,Part-time,Single,No,Yes,Other,No,0
G2SGBKLL2E,69,141746,227456,333,82,4,4.43,24,0.78,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0
QDP23VRT1B,32,16146,124336,570,64,1,13.64,60,0.22,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
6EWW4DM0UV,64,59709,235023,849,13,2,17.76,24,0.61,High School,Unemployed,Single,No,No,Home,No,0
R915XIQXGY,39,26296,159406,447,89,3,3.19,48,0.61,Bachelor's,Part-time,Divorced,Yes,No,Education,Yes,1
VH4ILD12SW,31,17216,151972,364,84,2,11.33,60,0.41,Bachelor's,Part-time,Divorced,Yes,Yes,Business,No,1
DU8Z16SPNZ,43,49123,114363,687,39,3,23.89,12,0.74,Master's,Self-employed,Married,No,No,Education,Yes,1
KQ521RXUJZ,45,80452,219611,442,111,3,22.58,48,0.43,PhD,Self-employed,Single,No,No,Business,Yes,0
NXL0FXOQRY,40,131033,242889,423,114,1,3.01,48,0.46,Master's,Part-time,Married,Yes,Yes,Business,No,0
7DXUPSO4JM,31,91547,145544,670,99,1,9.0,48,0.81,High School,Full-time,Divorced,No,No,Business,No,0
O4M0J3XI6Z,41,18715,77341,702,54,2,21.32,36,0.51,PhD,Unemployed,Divorced,No,Yes,Education,No,0
8KWCX5NJ56,19,123823,33914,596,90,1,3.54,60,0.48,Bachelor's,Unemployed,Married,No,No,Education,No,0
WLCCT0Y727,62,135066,154293,569,44,3,6.26,24,0.46,Master's,Part-time,Single,Yes,Yes,Business,No,0
JEA6ZNY0ZL,43,128575,16830,482,20,3,18.05,60,0.9,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
7PI14IVBRQ,31,64116,99949,328,81,2,17.6,12,0.62,Bachelor's,Full-time,Single,No,Yes,Home,Yes,1
2VXY9172WV,68,51648,96057,677,78,2,16.6,60,0.41,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0
FB1H6BWKKT,24,20695,143088,695,96,1,3.51,60,0.6,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
RYVI9GCE59,20,124106,190242,775,100,4,11.06,12,0.53,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
JD9QS4FGHL,64,65658,64576,335,66,1,18.33,12,0.86,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0
4LG2JZC9IB,40,69040,175583,654,0,4,17.62,48,0.1,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
5661017KFL,63,70285,189741,636,109,4,16.04,36,0.41,PhD,Self-employed,Married,No,Yes,Other,No,0
31SJTMWFCT,60,87805,124827,842,30,4,9.11,36,0.66,Master's,Part-time,Divorced,Yes,Yes,Business,No,0
R738Q1I3JW,64,129745,214172,843,105,1,9.0,60,0.59,Master's,Unemployed,Married,Yes,Yes,Home,Yes,0
2A7OI5RIMX,62,58712,188494,700,62,1,10.62,24,0.78,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0
HUO1LPG2Q3,35,108703,44268,604,98,2,3.94,36,0.36,Master's,Unemployed,Single,Yes,No,Business,No,0
04ZFSPHW91,55,146660,223015,737,56,1,7.67,60,0.61,Bachelor's,Unemployed,Married,No,No,Education,Yes,0
SNFLU3KDOD,52,103968,246358,736,101,3,19.45,48,0.73,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
1X2OZQC8KK,68,136170,152882,438,102,3,3.59,60,0.63,High School,Full-time,Divorced,Yes,No,Home,No,0
DXFT4ZOA24,32,100624,223978,822,106,4,13.63,24,0.14,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
HTLU0ITPUH,42,90583,246095,670,1,4,8.75,24,0.27,PhD,Part-time,Divorced,No,Yes,Auto,No,0
G9CRJN3QHU,54,95661,59574,470,45,1,14.33,36,0.16,PhD,Full-time,Single,No,Yes,Home,No,0
URPZCJZTOO,45,109139,157410,695,6,1,20.13,60,0.35,High School,Full-time,Divorced,No,Yes,Other,Yes,0
CQ2DZ767Z8,27,48657,139050,517,100,1,9.35,24,0.36,PhD,Part-time,Single,No,No,Business,No,0
RN6O92TFJU,56,58789,195149,414,20,2,5.8,60,0.31,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
JC2QPCDSBX,34,40316,58450,344,99,4,10.56,48,0.68,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
2ILZV1BA7Z,56,121596,116472,513,72,1,24.77,36,0.12,High School,Full-time,Married,No,No,Other,Yes,1
I0YD3LYVJN,39,48179,127817,788,2,1,12.63,12,0.45,PhD,Part-time,Divorced,No,Yes,Other,No,0
D1U2DTSWC3,43,35293,218458,450,12,4,20.5,60,0.6,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
P9KM05XAV4,61,64877,85078,560,15,1,20.06,36,0.85,PhD,Part-time,Divorced,Yes,No,Home,No,0
8OPFOSXXCG,42,136847,205082,839,13,4,3.43,36,0.9,Bachelor's,Part-time,Single,No,No,Business,No,0
6M71GN57KZ,34,37507,18093,786,22,3,16.19,36,0.36,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
CAQUXPPNUN,30,143833,231587,327,40,2,7.79,24,0.16,Bachelor's,Full-time,Single,No,No,Home,Yes,0
0PN4HRLSD8,37,81884,197180,422,3,3,11.81,60,0.82,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
BNB46JAU6T,42,56048,90750,512,78,2,4.93,60,0.55,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,0
LNFS3BHRT1,21,124097,109763,597,62,3,6.62,24,0.3,Master's,Full-time,Married,Yes,Yes,Education,No,0
DCC24HVYJ4,27,131644,50494,307,69,4,4.19,24,0.5,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
B6V73HSH25,20,31049,185625,602,17,1,13.1,24,0.79,PhD,Unemployed,Single,Yes,No,Other,Yes,0
1SDTFSEY2W,58,30313,160289,317,33,1,16.04,60,0.62,Bachelor's,Full-time,Single,No,Yes,Business,No,0
75M3VUULNC,62,128533,203373,805,22,2,17.14,12,0.22,High School,Self-employed,Divorced,No,No,Auto,No,0
WKUQYXSGHF,35,61841,19636,481,70,3,20.38,12,0.31,High School,Self-employed,Single,Yes,No,Education,Yes,0
5OGNA6XX0L,64,67892,127855,558,2,4,9.28,48,0.19,High School,Part-time,Married,Yes,Yes,Home,No,0
85TO0PPVNJ,53,129247,6261,509,75,4,17.25,48,0.47,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
IOE9TMQ5RO,64,124375,122136,797,29,1,5.49,36,0.8,High School,Unemployed,Married,No,Yes,Education,No,0
ELSXRMJ1R3,39,87891,208130,655,63,2,11.52,36,0.63,PhD,Self-employed,Divorced,No,No,Auto,No,0
B4JGUGCDFC,51,16874,219760,506,82,2,13.02,60,0.81,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
OGZ246HE4F,64,86469,103348,559,38,4,14.66,24,0.76,Bachelor's,Unemployed,Single,No,No,Other,Yes,0
284Z958MK6,25,23165,233040,753,49,4,18.92,60,0.66,Master's,Part-time,Married,Yes,No,Education,No,0
Z3RJ2ZQ52V,57,132810,118437,485,17,2,22.58,12,0.44,Bachelor's,Full-time,Married,Yes,No,Other,No,0
K394SZ3NJW,66,42031,150092,318,9,3,15.03,36,0.17,PhD,Part-time,Divorced,No,No,Business,Yes,0
8NJRO5RIYE,61,146644,82720,426,62,2,20.52,12,0.46,High School,Self-employed,Divorced,Yes,No,Other,No,0
J1MK5WW9LD,36,96350,22043,640,105,1,3.24,36,0.11,PhD,Self-employed,Divorced,No,No,Education,No,0
NYAVJI9II7,59,86146,240202,703,84,4,13.17,12,0.24,High School,Full-time,Divorced,No,Yes,Other,No,0
6Z7HDXFHEY,58,50566,219605,556,7,3,4.32,60,0.13,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
90USNWR3VP,54,31512,109862,804,68,4,2.18,36,0.67,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
TS967P49CM,23,130653,147749,635,68,3,11.28,60,0.64,High School,Unemployed,Divorced,Yes,No,Education,Yes,0
AOCI3DY9J2,69,55042,42315,402,39,2,23.59,24,0.46,High School,Part-time,Single,Yes,Yes,Home,Yes,0
3TDR6LC99G,43,62539,131434,661,91,2,22.11,60,0.53,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,0
7FAVQUN8GL,51,70709,69964,512,21,3,19.42,48,0.66,Master's,Full-time,Married,No,Yes,Business,No,0
D1UHJNO7RM,62,56530,180749,721,103,2,22.68,24,0.66,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
SFTG5VNBXB,23,149564,129204,698,115,2,8.05,60,0.26,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0
L2ZUL746VW,54,38654,27607,772,7,4,10.77,48,0.53,PhD,Unemployed,Single,No,Yes,Education,No,0
16R9ERGBWI,50,130486,178074,669,21,2,18.9,48,0.52,PhD,Unemployed,Married,Yes,Yes,Business,Yes,0
MTZ0AXGF4H,39,21994,65674,705,77,4,7.37,60,0.4,PhD,Self-employed,Single,Yes,No,Education,No,0
7RYDD8SVKG,38,95633,249372,564,40,4,24.43,48,0.15,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
6KCSDVAJ3U,23,62488,232623,531,89,3,2.21,36,0.55,High School,Unemployed,Divorced,No,Yes,Auto,No,0
HTWRP2QH2F,23,33847,73313,722,26,1,21.74,36,0.22,PhD,Unemployed,Single,No,Yes,Business,No,0
W7FT3X80BZ,65,91886,147868,465,105,3,6.35,24,0.68,Master's,Unemployed,Divorced,Yes,No,Education,No,0
QJTW0E4HBI,21,85446,197499,776,89,1,16.04,24,0.82,PhD,Part-time,Divorced,No,Yes,Other,No,0
34TDKDNLRM,47,70151,214144,815,89,1,22.35,12,0.53,PhD,Self-employed,Divorced,Yes,No,Other,Yes,0
107MMXUFHQ,28,138729,24327,414,25,1,19.61,48,0.37,PhD,Self-employed,Single,No,No,Other,No,0
ZUG1W4JSWR,47,141896,166417,523,40,2,8.15,48,0.51,Bachelor's,Part-time,Single,No,No,Other,No,0
HIJIH6MIM5,48,52772,42632,844,1,1,7.09,60,0.25,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0
AARPUVNBER,41,125486,176338,571,102,1,11.38,24,0.44,Master's,Full-time,Married,No,No,Business,Yes,0
TWKR0BIX51,26,17644,166058,806,114,1,4.77,24,0.24,High School,Full-time,Single,Yes,Yes,Home,Yes,0
JTMKZGU8BU,20,20136,149027,676,49,3,4.27,36,0.54,Bachelor's,Unemployed,Married,No,Yes,Other,No,1
RKGR91IF3S,68,50453,29011,777,77,1,4.07,36,0.83,Master's,Part-time,Single,Yes,Yes,Home,No,0
6NSE4LZ2TN,48,145957,25802,399,30,2,10.14,12,0.88,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
D6JYX2T5TD,57,120098,246890,687,97,2,18.64,36,0.31,PhD,Full-time,Divorced,No,No,Business,Yes,0
M7SFDOB0BC,54,125218,190553,566,80,4,21.76,60,0.77,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
BTA79LB3WN,53,77008,29800,825,57,4,3.5,24,0.55,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
L7UD7JFK5Y,41,45840,173053,540,107,4,24.18,24,0.13,Master's,Full-time,Married,No,Yes,Auto,Yes,0
UKROFM6UUD,48,88212,121414,698,97,2,13.76,60,0.67,Master's,Part-time,Single,No,No,Business,No,0
OKXWIX4D2Y,23,53822,116607,301,76,3,19.9,12,0.78,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
RKXLH2HXH2,19,144304,108648,487,79,1,8.18,24,0.45,PhD,Full-time,Married,No,Yes,Home,Yes,0
GFAQHGO6WY,37,118218,225162,619,75,2,5.43,24,0.52,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0
BYJ1JW9WN7,45,52324,191889,453,80,4,7.5,48,0.83,High School,Self-employed,Divorced,Yes,No,Auto,No,0
AD8BB9OQR3,28,137924,62903,848,96,1,8.55,12,0.88,Bachelor's,Full-time,Married,No,Yes,Other,No,0
MCQNH73O2E,21,95198,48897,818,75,2,18.73,48,0.22,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,1
0EJ3CIIX0T,32,109400,113892,725,49,2,3.53,60,0.42,High School,Part-time,Divorced,No,No,Other,No,0
X1JSFU7F9H,23,88673,208657,778,22,4,23.84,48,0.19,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
VCC6FHCCG0,66,37524,138979,770,5,2,14.78,60,0.26,PhD,Self-employed,Single,Yes,No,Business,Yes,0
YPCPP7N4HL,47,18050,75981,531,96,2,5.02,48,0.82,High School,Full-time,Single,No,Yes,Auto,No,0
QDHK4BIJWD,55,129587,206917,709,111,3,22.75,24,0.34,High School,Full-time,Divorced,Yes,No,Home,No,1
ORN7WTRS64,68,113542,223942,682,64,2,22.68,12,0.3,Master's,Unemployed,Married,No,No,Other,No,0
FCGFHE7F4D,19,22753,215805,413,3,1,17.99,48,0.9,Master's,Full-time,Single,No,Yes,Home,Yes,1
KFBE7N2TDO,32,37925,18097,779,1,1,13.51,24,0.45,Master's,Self-employed,Divorced,No,Yes,Education,No,0
